t_s,hip_deg,hip_vel_dps,knee_deg,knee_vel_dps,ankle_deg,ankle_vel_dps,foot_strike,mid_swing,toe_off,steady_state
42.4297,-7.11808,-163.079,33.513,362.105,18.0088,134.194,0,0,0,1
42.4336,-7.76743,-168.852,34.9448,369.048,18.4993,123.712,0,0,1,1
42.4375,-8.43715,-174.605,36.396,372.573,18.9752,133.635,0,0,0,1
42.4414,-9.13144,-179.626,37.8554,372.76,19.5432,154.937,0,0,0,1
42.4453,-9.84039,-182.317,39.308,368.828,20.1856,168.687,0,0,0,1
42.4492,-10.5557,-183.177,40.7366,360.538,20.861,172.598,0,0,0,1
42.4531,-11.2714,-181.982,42.1245,346.06,21.5339,171.382,0,0,0,1
42.457,-11.9773,-179.192,43.4401,329.273,22.1998,169.844,0,0,0,1
42.4609,-12.6712,-175.096,44.6968,313.735,22.8607,169.353,0,0,0,1
42.4648,-13.3452,-169.837,45.891,297.723,23.5228,171.969,0,0,0,1
42.4688,-13.998,-163.119,47.0226,279.205,24.2042,178.115,0,0,0,1
42.4727,-14.6195,-155.776,48.0721,261.077,24.9142,182.361,0,0,0,1
42.4766,-15.2149,-148.965,49.0621,245.792,25.6288,185.198,0,0,0,1
42.4805,-15.7832,-142.052,49.9922,230.094,26.361,179.83,0,0,0,1
42.4844,-16.3246,-135.517,50.8596,213.165,27.0336,149.986,0,0,0,1
42.4883,-16.8418,-131.08,51.6575,199.071,27.5327,84.9245,0,0,0,1
42.4922,-17.3486,-128.128,52.4148,189.845,27.697,30.9903,0,0,0,1
42.4961,-17.8428,-124.942,53.1406,182.114,27.7748,20.0343,0,0,0,1
42.5,-18.3247,-122.112,53.8374,175.127,27.8535,5.52888,0,0,0,1
42.5039,-18.7967,-119.73,54.5086,167.921,27.818,-47.2271,0,0,0,1
42.5078,-19.26,-117.477,55.1492,161.564,27.4846,-109.742,0,0,0,1
42.5117,-19.7145,-116.012,55.7708,157.459,26.9607,-152.48,0,0,0,1
42.5156,-20.1663,-115.797,56.3793,155.948,26.2934,-185.264,0,0,0,1
42.5195,-20.6191,-116.264,56.9891,156.557,25.5134,-210.04,0,0,0,1
42.5234,-21.0745,-117.254,57.6023,156.974,24.6526,-220.605,0,0,0,1
42.5273,-21.535,-118.114,58.2153,155.842,23.79,-218.692,0,0,0,1
42.5312,-21.9972,-119.56,58.8197,153.9,22.9442,-216.34,0,0,0,1
42.5352,-22.4691,-121.77,59.4176,150.394,22.1,-218.946,0,0,0,1
42.5391,-22.9485,-123.407,59.9946,145.603,21.2338,-224.206,0,0,0,1
42.543,-23.4331,-125.075,60.555,141.205,20.3485,-226.527,0,0,0,1
42.5469,-23.9256,-127.248,61.0977,136.357,19.4641,-223.1,0,0,0,1
42.5508,-24.4272,-128.946,61.6203,130.073,18.6056,-215.215,0,0,0,1
42.5547,-24.9329,-130.329,62.1138,120.558,17.7829,-204.207,0,0,0,1
42.5586,-25.4453,-132.157,62.5621,110.14,17.0104,-192.828,0,0,0,1
42.5625,-25.9653,-133.779,62.9743,100.594,16.2765,-183.562,0,0,0,1
42.5664,-26.4904,-135.045,63.3479,90.7429,15.5764,-176.83,0,0,0,1
42.5703,-27.0203,-136.033,63.6831,78.6944,14.8951,-170.453,0,0,0,1
42.5742,-27.5531,-137.221,63.9627,66.1276,14.2448,-163.881,0,0,0,1
42.5781,-28.0923,-137.97,64.1997,54.9768,13.6149,-159.008,0,0,0,1
42.582,-28.6309,-138.365,64.3921,44.0546,13.0026,-156.65,0,0,0,1
42.5859,-29.1732,-139.599,64.5439,32.5479,12.3911,-154.476,0,0,0,1
42.5898,-29.7214,-141.236,64.6464,21.8694,11.7959,-152.498,0,0,0,1
42.5938,-30.2765,-142.674,64.7147,13.3763,11.1998,-152.683,0,0,0,1
42.5977,-30.836,-143.537,64.7509,5.11892,10.6031,-153.38,0,0,0,1
42.6016,-31.3978,-143.634,64.7547,-3.32957,10.0016,-154.049,0,0,0,1
42.6055,-31.9581,-143.076,64.7249,-13.3528,9.39968,-153.168,0,0,0,1
42.6094,-32.5155,-141.862,64.6504,-23.2832,8.80504,-153.01,0,0,0,1
42.6133,-33.0663,-139.892,64.543,-32.0392,8.20437,-154.206,0,0,0,1
42.6172,-33.6084,-137.641,64.4001,-41.0506,7.60039,-155.555,0,0,0,1
42.6211,-34.1415,-135.098,64.2223,-50.9197,6.98917,-154.919,0,0,0,1
42.625,-34.6638,-131.203,64.0023,-61.1594,6.39016,-152.681,0,0,0,1
42.6289,-35.1665,-126.352,63.7445,-70.5468,5.79643,-150.876,0,0,0,1
42.6328,-35.6508,-121.688,63.4512,-79.9782,5.21152,-147.798,0,0,0,1
42.6367,-36.1171,-117.039,63.1198,-89.6914,4.64183,-143.548,0,0,0,1
42.6406,-36.5651,-111.353,62.7505,-101.104,4.09013,-137.94,0,0,0,1
42.6445,-36.987,-105.494,62.3299,-112.846,3.56424,-131.315,0,0,0,1
42.6484,-37.3892,-100.639,61.869,-122.734,3.06429,-123.512,0,0,0,1
42.6523,-37.7732,-95.813,61.3711,-132.004,2.59937,-113.81,0,0,0,1
42.6562,-38.1377,-90.2625,60.8378,-143.016,2.17521,-100.202,0,0,0,1
42.6602,-38.4783,-84.7218,60.2539,-154.353,1.81659,-83.7192,0,0,0,1
42.6641,-38.7996,-80.074,59.632,-164.044,1.52119,-65.2955,0,0,0,1
42.668,-39.1039,-75.6525,58.9724,-173.795,1.3065,-46.8793,0,0,0,1
42.6719,-39.3906,-70.1459,58.2743,-185.478,1.15497,-30.2274,0,0,0,1
42.6758,-39.6519,-64.3832,57.5234,-197.228,1.07036,-15.0674,0,0,0,1
42.6797,-39.8935,-59.2687,56.7335,-207.023,1.03727,-2.04012,0,0,0,1
42.6836,-40.1149,-53.5891,55.9062,-216.917,1.05442,8.3462,0,0,0,1
42.6875,-40.3122,-46.6605,55.039,-227.955,1.10247,15.4306,0,0,0,1
42.6914,-40.4794,-39.1848,54.1254,-239.917,1.17497,21.0449,0,0,0,1
42.6953,-40.6183,-31.4772,53.1647,-251.969,1.26687,25.3821,0,0,0,1
42.6992,-40.7253,-21.27,52.157,-266.1,1.37325,28.8104,0,0,0,1
42.7031,-40.7845,-10.6935,51.086,-281.096,1.49194,31.9882,0,0,0,1
42.707,-40.8088,-2.17005,49.9611,-294.69,1.62315,35.3123,0,0,0,1
42.7109,-40.8014,5.21201,48.7838,-307.033,1.7678,38.3276,0,0,0,1
42.7148,-40.7681,12.3757,47.5625,-318.276,1.92256,40.3883,0,0,0,1
42.7188,-40.7047,17.4797,46.2975,-326.408,2.08331,40.4367,0,0,0,1
42.7227,-40.6315,20.1933,45.0126,-331.444,2.23845,38.4808,0,0,0,1
42.7266,-40.547,23.1998,43.7082,-336.051,2.38392,33.9108,0,0,0,1
42.7305,-40.4503,27.3153,42.3874,-340.221,2.50336,26.7884,0,0,0,1
42.7344,-40.3336,31.8116,41.0504,-343.965,2.59319,19.2509,0,0,0,1
42.7383,-40.2018,35.7684,39.7003,-347.516,2.65375,12.1035,0,0,0,1
42.7422,-40.0542,39.937,38.3356,-351.782,2.68774,6.41382,0,0,0,1
42.7461,-39.8898,45.3205,36.9522,-358.271,2.70386,3.09431,0,0,0,1
42.75,-39.7001,51.5547,35.5368,-366.403,2.71192,2.26241,0,0,0,1
42.7539,-39.4871,57.5067,34.0899,-374.226,2.72153,2.73172,0,0,0,1
42.7578,-39.2509,63.0363,32.6134,-381.472,2.73326,3.73335,0,0,0,1
42.7617,-38.9946,67.1251,31.1098,-386.795,2.7507,6.06194,0,0,0,1
42.7656,-38.7265,67.9177,29.5917,-388.128,2.78061,9.56933,0,0,0,1
42.7695,-38.464,65.4867,28.0778,-385.498,2.82545,13.2904,0,1,0,1
42.7734,-38.2149,61.4227,26.5802,-380.358,2.88444,16.1589,0,0,0,1
42.7773,-37.9842,55.7511,25.1064,-372.774,2.95169,17.8631,0,0,0,1
42.7812,-37.7794,50.5559,23.6681,-365.007,3.02398,18.9545,0,0,0,1
42.7852,-37.5893,47.7377,22.255,-358.751,3.09976,19.5234,0,0,0,1
42.7891,-37.4065,46.609,20.8655,-353.288,3.1765,19.9272,0,0,0,1
42.793,-37.2252,46.6554,19.4951,-347.798,3.25543,20.7165,0,0,0,1
42.7969,-37.042,47.9569,18.1485,-343.037,3.33834,21.9882,0,0,0,1
42.8008,-36.8505,51.3829,16.8153,-340.423,3.4272,24.351,0,0,0,1
42.8047,-36.6406,57.1009,15.4892,-339.569,3.52857,27.2576,0,0,0,1
42.8086,-36.4044,66.6085,14.1626,-341.845,3.64014,29.5852,0,0,0,1
42.8125,-36.1202,78.9832,12.8187,-346.663,3.75969,31.2496,0,0,0,1
42.8164,-35.7874,91.7532,11.4544,-351.962,3.88426,33.7398,0,0,0,1
42.8203,-35.4035,105.589,10.0691,-357.377,4.02326,40.4559,0,0,0,1
42.8242,-34.9626,121.24,8.6626,-364.614,4.2003,54.397,0,0,0,1
42.8281,-34.4563,135.472,7.22078,-370.06,4.44821,66.9051,0,0,0,1
42.832,-33.9043,145.697,5.7717,-370.546,4.72296,74.7349,0,0,0,1
42.8359,-33.3182,152.317,4.32607,-366.408,5.03204,84.095,0,0,0,1
42.8398,-32.7144,152.489,2.90932,-353.826,5.37991,96.8802,0,0,0,1
42.8438,-32.1269,145.027,1.56198,-329.536,5.78887,104.899,0,0,0,1
42.8477,-31.5814,131.11,0.334984,-297.223,6.19939,105.644,0,0,0,1
42.8516,-31.1027,112.38,-0.759922,-261.119,6.61416,105.99,0,0,0,1
42.8555,-30.7035,88.6745,-1.70487,-219.638,7.02738,108.265,0,0,0,1
42.8594,-30.41,67.4581,-2.47574,-176.678,7.45993,104.599,0,0,0,1
42.8633,-30.1765,54.7867,-3.08508,-141.154,7.84451,93.693,0,0,0,1
42.8672,-29.982,46.2732,-3.57843,-112.815,8.19186,82.91,0,0,0,1
42.8711,-29.815,39.1526,-3.96639,-86.1687,8.4922,72.3622,0,0,0,1
42.875,-29.6761,32.7477,-4.25158,-60.6684,8.75715,62.0528,0,0,0,1
42.8789,-29.5592,27.4518,-4.44034,-33.3302,8.97695,47.1233,0,0,0,1
42.8828,-29.4616,22.063,-4.51195,-6.84067,9.12528,32.0617,0,0,0,1
42.8867,-29.3869,14.7696,-4.49377,17.6319,9.22742,20.8299,0,0,0,1
42.8906,-29.3463,6.3736,-4.37421,43.3456,9.288,12.872,0,0,0,1
42.8945,-29.3371,-1.70502,-4.15516,71.3014,9.32798,4.69578,0,0,0,1
42.8984,-29.3596,-9.39638,-3.81721,98.3888,9.32468,-3.22219,0,0,0,1
42.9023,-29.4105,-18.1411,-3.38655,123.549,9.30281,-8.19357,0,0,0,1
42.9062,-29.5013,-25.5958,-2.85204,147.41,9.26067,-13.1807,0,0,0,1
42.9102,-29.6104,-28.0579,-2.23498,169.047,9.19984,-30.3181,0,0,0,1
42.9141,-29.7205,-25.0824,-1.53145,185.692,9.02383,-51.5466,0,0,0,1
42.918,-29.8064,-12.9918,-0.784359,191.631,8.79716,-57.4038,0,0,0,1
42.9219,-29.822,6.79018,-0.0344275,187.178,8.57539,-30.9644,0,0,0,1
42.9258,-29.7533,34.5118,0.677875,167.416,8.55526,20.8366,1,0,0,1
42.9297,-29.5524,77.1805,1.27343,123.021,8.73817,86.2548,0,0,0,1
42.9336,-29.1504,131.753,1.63892,54.6634,9.22908,157.295,0,0,0,1
42.9375,-28.5231,157.925,1.70046,2.81108,9.96695,220.133,0,0,0,1
42.9414,-27.9167,133.616,1.66088,-6.22436,10.9488,241.47,0,0,0,1
42.9453,-27.4793,84.8948,1.65184,11.4223,11.8533,183.514,0,0,0,1
42.9492,-27.2535,36.3596,1.75011,53.7873,12.3824,91.0329,0,0,0,1
42.9531,-27.1953,13.5752,2.07202,89.6126,12.5645,56.521,0,0,0,1
42.957,-27.1474,19.1923,2.45016,91.5011,12.8239,75.0647,0,0,0,1
42.9609,-27.0453,34.0392,2.78683,81.8217,13.1509,68.5432,0,0,0,1
42.9648,-26.8815,39.0927,3.08935,86.6293,13.3594,37.4705,0,0,0,1
42.9688,-26.74,21.659,3.46358,114.976,13.4436,13.0476,0,0,0,1
42.9727,-26.7123,-12.2766,3.98755,153.931,13.4613,3.40947,0,0,0,1
42.9766,-26.8359,-50.073,4.66609,191.538,13.4702,1.62282,0,0,0,1
42.9805,-27.1035,-84.9464,5.48384,228.408,13.474,-5.50916,0,0,0,1
42.9844,-27.4995,-104.343,6.45041,253.408,13.4272,-13.5341,0,0,0,1
42.9883,-27.9186,-99.1715,7.46346,250.1,13.3683,-8.32839,0,0,0,1
42.9922,-28.2742,-74.9853,8.40419,221.784,13.3621,3.21975,0,0,0,1
42.9961,-28.5044,-38.7534,9.19603,178.594,13.3934,10.0108,0,0,0,1
43,-28.5769,-11.7535,9.79937,146.318,13.4403,10.7596,0,0,0,1
43.0039,-28.5962,-2.91193,10.3391,134.624,13.4775,12.2738,0,0,0,1
43.0078,-28.5997,2.23264,10.8511,125.657,13.5362,20.9674,0,0,0,1
43.0117,-28.5788,16.9528,11.3207,106.047,13.6413,33.1462,0,0,0,1
43.0156,-28.4672,43.0407,11.6795,74.8025,13.7951,43.3974,0,0,0,1
43.0195,-28.2425,75.7462,11.9051,38.5265,13.9803,40.3905,0,0,0,1
43.0234,-27.8755,113.746,11.9805,-0.468935,14.1107,19.0145,0,0,0,1
43.0273,-27.354,153.778,11.9014,-40.4145,14.1288,-2.58229,0,0,0,1
43.0312,-26.6742,181.359,11.6647,-68.6418,14.0905,-10.3362,0,0,0,1
43.0352,-25.9372,188.84,11.3652,-77.9874,14.0481,-23.2394,0,0,0,1
43.0391,-25.199,185.082,11.0555,-76.5947,13.909,-29.0917,0,0,0,1
43.043,-24.4913,174.748,10.7668,-66.9351,13.8208,-17.627,0,0,0,1
43.0469,-23.8338,164.383,10.5326,-54.7045,13.7713,-26.6707,0,0,0,1
43.0508,-23.2072,158.734,10.3395,-47.4731,13.6125,-46.0921,0,0,0,1
43.0547,-22.5938,154.218,10.1618,-44.4195,13.4112,-47.7301,0,0,0,1
43.0586,-22.0024,144.414,9.99245,-39.4663,13.2396,-40.8705,0,0,0,1
43.0625,-21.4656,126.497,9.85344,-28.8213,13.0919,-35.7109,0,0,0,1
43.0664,-21.0142,105.541,9.7673,-15.8299,12.9606,-37.6859,0,0,0,1
43.0703,-20.6412,87.8004,9.72978,-4.33089,12.7975,-45.839,0,0,0,1
43.0742,-20.3283,77.4429,9.73347,1.4451,12.6025,-49.7319,0,0,0,1
43.0781,-20.0362,73.2852,9.74107,1.73143,12.409,-48.9116,0,0,0,1
43.082,-19.7558,70.9581,9.74699,1.43597,12.2204,-51.3732,0,0,0,1
43.0859,-19.4819,69.2517,9.75229,1.70771,12.0077,-56.7002,0,0,0,1
43.0898,-19.2148,67.6473,9.76033,2.05321,11.7775,-60.8083,0,0,0,1
43.0938,-18.9534,66.1202,9.76833,1.0184,11.5326,-64.6031,0,0,0,1
43.0977,-18.6983,65.7496,9.76829,-2.04401,11.2728,-66.4754,0,0,0,1
43.1016,-18.4398,67.3471,9.75236,-6.7703,11.0133,-65.1933,0,0,0,1
43.1055,-18.1722,69.1244,9.7154,-11.5243,10.7635,-63.7475,0,0,0,1
43.1094,-17.8998,70.6235,9.66233,-16.1913,10.5153,-64.1671,0,0,0,1
43.1133,-17.6205,71.7105,9.58891,-21.3765,10.2622,-65.035,0,0,0,1
43.1172,-17.3396,72.3211,9.49534,-27.169,10.0073,-63.4286,0,0,0,1
43.1211,-17.0555,72.4398,9.37667,-32.5149,9.76673,-59.9937,0,0,0,1
43.125,-16.7737,71.4447,9.24133,-36.8746,9.53861,-56.523,0,0,0,1
43.1289,-16.4974,69.8588,9.0886,-40.9477,9.32517,-53.3399,0,0,0,1
43.1328,-16.2279,68.3296,8.92145,-45.3903,9.12192,-49.6789,0,0,0,1
43.1367,-15.9636,67.2843,8.73401,-49.742,8.93708,-45.6676,0,0,0,1
43.1406,-15.7023,66.4191,8.53286,-52.6615,8.76516,-42.8568,0,0,0,1
43.1445,-15.4447,65.3102,8.32262,-54.2903,8.60229,-40.9051,0,0,0,1
43.1484,-15.1921,63.4442,8.10875,-54.088,8.44561,-39.5629,0,0,0,1
43.1523,-14.9491,61.3484,7.90009,-52.909,8.29322,-38.7572,0,0,0,1
43.1562,-14.7128,59.6521,7.69542,-51.3196,8.14284,-39.0457,0,0,0,1
43.1602,-14.4831,58.7708,7.49918,-49.9289,7.98819,-39.6864,0,0,0,1
43.1641,-14.2537,58.8563,7.30538,-48.9348,7.83281,-40.2268,0,0,0,1
43.168,-14.0233,59.3271,7.1169,-47.8217,7.67394,-41.1816,0,0,0,1
43.1719,-13.7903,60.1919,6.93179,-46.6851,7.5111,-42.655,0,0,0,1
43.1758,-13.5531,61.476,6.7522,-45.4253,7.34072,-44.1569,0,0,0,1
43.1797,-13.31,63.0647,6.57693,-44.5905,7.16615,-44.9483,0,0,0,1
43.1836,-13.0604,64.8777,6.40386,-44.1413,6.98959,-45.635,0,0,0,1
43.1875,-12.8032,66.9936,6.2321,-44.2038,6.80965,-46.2569,0,0,0,1
43.1914,-12.5371,69.3322,6.05854,-44.6406,6.62823,-46.842,0,0,0,1
43.1953,-12.2616,71.9524,5.88337,-45.3741,6.44372,-47.8259,0,0,0,1
43.1992,-11.975,74.572,5.70407,-46.3686,6.25461,-48.6481,0,0,0,1
43.2031,-11.679,77.2038,5.52113,-47.1921,6.06368,-49.3117,0,0,0,1
43.207,-11.3718,79.9256,5.33541,-48.0431,5.86939,-49.8325,0,0,0,1
43.2109,-11.0546,82.2971,5.14582,-48.9962,5.67439,-49.5262,0,0,0,1
43.2148,-10.7289,84.0653,4.95265,-49.6138,5.48249,-48.9158,0,0,0,1
43.2188,-10.3979,85.1746,4.75824,-50.2407,5.29226,-48.1162,0,0,0,1
43.2227,-10.0636,85.8432,4.56017,-50.8113,5.10661,-46.7894,0,0,0,1
43.2266,-9.72729,85.7716,4.3613,-50.7454,4.92674,-45.0298,0,0,0,1
43.2305,-9.39351,84.773,4.16375,-50.3433,4.75483,-43.3064,0,0,0,1
43.2344,-9.06505,83.465,3.96802,-50.081,4.58843,-41.8023,0,0,0,1
43.2383,-8.74148,82.1037,3.77251,-50.4856,4.42827,-40.0038,0,0,0,1
43.2422,-8.42365,80.3786,3.57363,-50.7387,4.27592,-37.9609,0,0,0,1
43.2461,-8.11357,78.6044,3.37614,-50.4461,4.13172,-35.9025,0,0,0,1
43.25,-7.8096,77.133,3.17954,-50.0528,3.99545,-34.0804,0,0,0,1
43.2539,-7.511,75.6864,2.98513,-49.2046,3.86549,-32.9898,0,0,0,1
43.2578,-7.21833,74.0477,2.79515,-47.8387,3.73773,-32.8033,0,0,0,1
43.2617,-6.93254,72.3939,2.61141,-45.8531,3.60923,-33.4105,0,0,0,1
43.2656,-6.65279,70.8942,2.43695,-43.2581,3.47673,-34.3393,0,0,0,1
43.2695,-6.37872,69.5113,2.27348,-39.9537,3.34097,-35.6107,0,0,0,1
43.2734,-6.10977,68.0758,2.12483,-36.0386,3.19854,-37.715,0,0,0,1
43.2773,-5.84691,66.8722,1.99195,-32.5906,3.04634,-40.1163,0,0,0,1
43.2812,-5.58737,66.3513,1.87023,-30.1728,2.88515,-42.2288,0,0,0,1
43.2852,-5.32857,66.1023,1.75624,-28.1424,2.71645,-43.7097,0,0,0,1
43.2891,-5.07097,65.9561,1.65039,-25.8438,2.54369,-44.8893,0,0,0,1
43.293,-4.81332,65.8363,1.55435,-23.8224,2.36577,-45.8149,0,0,0,1
43.2969,-4.55666,65.9756,1.46429,-22.6919,2.18579,-46.3984,0,0,0,1
43.3008,-4.29792,66.6844,1.37708,-22.3993,2.00331,-46.8779,0,0,0,1
43.3047,-4.03572,67.9562,1.2893,-22.8638,1.81958,-47.3383,0,0,0,1
43.3086,-3.76705,69.4552,1.19847,-23.302,1.6335,-47.5564,0,0,0,1
43.3125,-3.49314,70.5628,1.10727,-23.642,1.44806,-47.048,0,0,0,1
43.3164,-3.21581,71.3778,1.01377,-23.9051,1.26596,-46.5231,0,0,0,1
43.3203,-2.93553,72.3499,0.92052,-23.984,1.08463,-46.4641,0,0,0,1
43.3242,-2.65061,73.6894,0.826412,-24.0012,0.902985,-46.795,0,0,0,1
43.3281,-2.35987,75.0084,0.733023,-23.7887,0.719063,-47.2843,0,0,0,1
43.332,-2.06465,76.2519,0.640574,-23.6567,0.5336,-47.6603,0,0,0,1
43.3359,-1.76419,77.6121,0.548217,-23.5041,0.346741,-47.641,0,0,0,1
43.3398,-1.45834,78.8737,0.456961,-22.913,0.161429,-47.4147,0,0,0,1
43.3438,-1.14803,79.958,0.36922,-22.3623,-0.0236627,-47.4527,0,0,0,1
43.3477,-0.83371,80.7169,0.282266,-21.745,-0.209272,-47.7027,0,0,0,1
43.3516,-0.517472,81.0312,0.199348,-20.7107,-0.396316,-47.499,0,0,0,1
43.3555,-0.200694,81.4146,0.120474,-19.2743,-0.580334,-46.9105,0,0,0,1
43.3594,0.11854,81.7753,0.0487774,-17.6666,-0.762781,-46.7415,0,0,0,1
43.3633,0.438134,81.6484,-0.0175382,-15.8193,-0.945479,-46.992,0,0,0,1
43.3672,0.756377,80.9052,-0.0748033,-13.3817,-1.12988,-46.9843,0,0,0,1
43.3711,1.07017,79.9662,-0.122076,-10.8607,-1.31252,-46.0648,0,0,0,1
43.375,1.38107,79.4381,-0.159647,-8.81584,-1.48974,-45.2169,0,0,0,1
43.3789,1.69074,78.9074,-0.190946,-6.92908,-1.66575,-44.9744,0,0,0,1
43.3828,1.9975,77.9995,-0.213777,-4.82373,-1.84108,-44.638,0,0,0,1
43.3867,2.30007,76.7721,-0.228628,-2.84639,-2.01447,-43.7634,0,0,0,1
43.3906,2.59724,75.3644,-0.236013,-0.564018,-2.18296,-43.3888,0,0,0,1
43.3945,2.88881,73.7593,-0.233035,1.90555,-2.35342,-43.3161,0,0,0,1
43.3984,3.17345,71.7287,-0.221127,4.38334,-2.52135,-42.3086,0,0,0,1
43.4023,3.44916,69.5256,-0.198792,6.94083,-2.68393,-42.4715,0,0,0,1
43.4062,3.71658,67.1512,-0.166905,9.76401,-2.85313,-40.0522,0,0,0,1
43.4102,3.97374,64.5697,-0.122516,12.8762,-2.99682,-38.8901,0,0,0,1
43.4141,4.221,61.8715,-0.0663166,16.3172,-3.15694,-41.2317,0,0,0,1
43.418,4.45708,59.1842,0.00495444,19.8292,-3.31892,-35.5153,0,0,0,1
43.4219,4.68335,56.4265,0.0885893,23.5245,-3.43439,-31.442,0,0,0,1
43.4258,4.89789,52.9479,0.188728,29.1085,-3.56455,-35.7888,0,0,0,1
43.4297,5.09698,49.4967,0.315985,35.4328,-3.71397,-35.6829,0,0,0,1
43.4336,5.28456,46.7183,0.465529,40.5643,-3.8433,-29.2093,0,0,0,1
43.4375,5.46194,43.9395,0.632873,44.3184,-3.94215,-26.3296,0,0,0,1
43.4414,5.62781,40.5234,0.811744,47.5847,-4.04899,-27.2277,0,0,0,1
43.4453,5.77851,36.5268,1.0046,51.9275,-4.15486,-25.0484,0,0,0,1
43.4492,5.91316,32.6765,1.2174,57.1534,-4.24467,-18.5329,0,0,0,1
43.4531,6.03378,28.9675,1.45109,62.6387,-4.29964,-12.5765,0,0,0,1
43.457,6.13945,25.1371,1.70674,68.9644,-4.34292,-10.4676,0,0,0,1
43.4609,6.23015,21.8157,1.98984,75.3352,-4.38141,-9.04894,0,0,0,1
43.4648,6.30988,19.0097,2.29525,80.8116,-4.41361,-6.52601,0,0,0,1
43.4688,6.37865,16.3169,2.62114,86.2046,-4.43239,-1.155,0,0,0,1
43.4727,6.43735,12.9717,2.96868,92.235,-4.42263,4.85635,0,0,0,1
43.4766,6.47999,8.88588,3.34168,98.5314,-4.39445,8.43546,0,0,0,1
43.4805,6.50676,3.74972,3.73841,104.58,-4.35673,11.1864,0,0,0,1
43.4844,6.50928,-3.19987,4.15866,110.965,-4.30706,16.3242,0,0,0,1
43.4883,6.48177,-11.0688,4.60527,118.703,-4.22921,22.3703,0,0,0,1
43.4922,6.42281,-18.9771,5.08597,127.136,-4.13231,27.1288,0,0,0,1
43.4961,6.33352,-26.9885,5.59846,134.748,-4.01728,32.2662,0,0,0,1
43.5,6.21198,-35.2903,6.13863,141.762,-3.88024,39.5392,0,0,0,1
43.5039,6.05783,-45.4482,6.7059,149.315,-3.7084,47.2932,0,0,0,1
43.5078,5.85694,-56.0293,7.30507,157.055,-3.51079,54.0784,0,0,0,1
43.5117,5.62013,-64.9306,7.93282,164.095,-3.28594,61.3932,0,0,0,1
43.5156,5.3497,-73.087,8.58698,170.781,-3.03118,71.1101,0,0,0,1
43.5195,5.04917,-81.4303,9.26696,178.112,-2.73042,81.2963,0,0,0,1
43.5234,4.71356,-88.6377,9.97839,185.793,-2.3961,90.4858,0,0,0,1
43.5273,4.35673,-93.3423,10.7184,193.897,-2.02355,100.331,0,0,0,1
43.5312,3.98437,-97.3157,11.4931,202.88,-1.61231,114.452,0,0,0,1
43.5352,3.5965,-102.587,12.3033,214.645,-1.12945,129.76,0,0,0,1
43.5391,3.18296,-109.341,13.1699,229.017,-0.598624,142.54,0,0,0,1
43.543,2.74233,-116.067,14.0924,243.94,-0.0159308,156.056,0,0,0,1
43.5469,2.27625,-121.851,15.0756,256.722,0.620489,176.373,0,0,0,1
43.5508,1.79044,-126.65,16.0979,265.489,1.36189,200.661,0,0,0,1
43.5547,1.28685,-130.282,17.1496,271.209,2.18805,223.167,0,0,0,1
43.5586,0.772677,-132.895,18.2165,274.8,3.10528,247.418,0,0,0,1
43.5625,0.248677,-135.377,19.2963,278.327,4.12088,278.013,0,0,0,1
43.5664,-0.284889,-138.957,20.3908,284.584,5.27712,307.016,0,0,0,1
43.5703,-0.836858,-143.356,21.5195,293.168,6.51929,327.908,0,0,0,1
43.5742,-1.40478,-147.57,22.6811,301.995,7.83873,347.226,0,0,0,1
43.5781,-1.98967,-151.744,23.8787,311.69,9.23182,374.923,0,0,0,1
43.582,-2.59021,-156.085,25.116,321.174,10.7676,407.292,0,0,0,1
43.5859,-3.20901,-159.98,26.3877,328.354,12.4136,424.5,0,0,0,1
43.5898,-3.83997,-162.212,27.6811,332.422,14.0838,416.785,0,0,0,1
43.5938,-4.47621,-163.735,28.9846,335.514,15.6695,386.835,0,0,0,1
43.5977,-5.11906,-165.87,30.3021,339.789,17.1058,329.634,0,0,0,1
43.6016,-5.77199,-167.879,31.639,344.709,18.2446,268.394,0,0,0,1
43.6055,-6.43054,-168.863,32.995,349.48,19.2025,227.604,0,0,0,1
43.6094,-7.09115,-169.066,34.3691,353.649,20.0227,187.076,0,0,0,1
43.6133,-7.75128,-169.943,35.7577,358.717,20.6639,148.236,0,0,0,1
43.6172,-8.41874,-171.679,37.1714,363.379,21.1807,133.744,0,0,1,1
43.6211,-9.09243,-173.905,38.5964,365.909,21.7087,140.469,0,0,0,1
43.625,-9.77729,-176.828,40.0299,366.347,22.278,149.675,0,0,0,1
43.6289,-10.4738,-179.548,41.4583,362.443,22.878,159.318,0,0,0,1
43.6328,-11.1799,-179.61,42.8613,353.481,23.5226,169.84,0,0,0,1
43.6367,-11.8769,-177.263,44.2197,341.384,24.2048,173.672,0,0,0,1
43.6406,-12.5647,-174.745,45.5282,328,24.8793,164.989,0,0,0,1
43.6445,-13.242,-170.111,46.7821,309.72,25.4937,148.178,0,0,0,1
43.6484,-13.8936,-163.572,47.9477,289.939,26.0369,136.988,0,0,0,1
43.6523,-14.5199,-157.699,49.0471,274.133,26.5638,133.516,0,0,0,1
43.6562,-15.1255,-152.935,50.0893,259.953,27.0799,133.103,0,0,0,1
43.6602,-15.7146,-148.671,51.0778,246.091,27.6036,138.878,0,0,0,1
